OBJECTID,Date,Dead,Serious injuries,Light injuries,Day of the week,Day/Night,Type of the accident,Cause of the accident,Alcohol or drugs,Weather conditions,Place,Vehicle type,Vehicle characteristic,Skid,Total damage in Czk,x,y
1020,8/21/2017,0,0,1,Monday,Day,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Troleybus,Public transport,No,30000,1844464.771991511,6304076.882612126
1021,8/21/2017,0,0,0,Monday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,20000,1850304.733965602,6305407.996725979
1022,8/21/2017,0,0,1,Monday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,20000,1849505.034224651,6308969.636765775
1023,8/21/2017,0,0,0,Monday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Truck,Private company,No,5000,1850143.48768319,6306936.779380455
1024,8/21/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1849978.905266956,6308590.204583987
1025,8/21/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1840056.8596805471,6313122.50671262
1026,8/21/2017,0,0,0,Monday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,10000,1847745.7814011318,6306843.012799202
1027,8/21/2017,0,0,0,Monday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1848579.0508703594,6308127.040763188
1028,8/20/2017,0,0,0,Sunday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,Not identified,No,0,1846247.34513516,6313879.488320142
1029,8/20/2017,0,0,1,Sunday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,60000,1851442.924329357,6307158.849781619
1030,8/20/2017,0,0,1,Sunday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,80000,1855250.2155560127,6308966.361984963
1031,8/20/2017,0,0,0,Sunday,Day,Other collisions,The driver of the motor vehicle,Not tested,Clear,Gas station,Passenger car without a trailer,"Private, not used for business activity",No,1000,1846365.2285797307,6318178.56857215
1032,8/19/2017,0,1,0,Saturday,Day,Collision with pedestrian,Pedestrian,No,Rain,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,2000,1844780.1212959383,6306676.878504787
1033,8/19/2017,0,0,1,Saturday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Rain,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",Yes,20000,1855782.7298173844,6301762.731987544
1034,8/19/2017,0,0,0,Saturday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850040.4142949968,6307172.016449196
1035,8/19/2017,0,0,1,Saturday,Day,Collision with a parked vehicle,Driver of a non-motorized vehicle,Under influence of alcohol,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,2000,1853958.1539374262,6306441.324504701
1036,8/19/2017,0,0,0,Saturday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,10000,1850546.140300141,6314815.333499973
1037,8/19/2017,0,0,0,Saturday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,Private company,No,0,1849498.3120858828,6307784.765745244
1038,8/19/2017,0,0,0,Saturday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1854481.493023729,6310282.2926167855
1039,8/18/2017,0,0,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Police,No,100000,1853348.4826898375,6307068.161449207
1040,8/18/2017,0,0,3,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,"Private, not used for business activity",No,50000,1855788.859291187,6301944.880664006
1041,8/18/2017,0,0,0,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,50000,1851203.4584048626,6309765.771671786
1042,8/18/2017,0,0,1,Friday,Day,Collision with a non rail vehicle ,Driver of a non-motorized vehicle,No,Clear,Pedestrian crossing,Bicycle,"Private, not used for business activity",No,1000,1842768.8878994456,6312010.244989406
1043,8/18/2017,0,0,0,Friday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Truck,"Private, not used for business activity",No,5000,1847282.2536093185,6307009.1040400285
1044,8/18/2017,0,0,1,Friday,Day,Collision with a non rail vehicle ,Driver of a non-motorized vehicle,No,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,1000,1855059.1644818147,6311296.727826646
1045,8/18/2017,0,0,0,Friday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1849803.5194054558,6313135.448845732
1046,8/18/2017,0,0,0,Friday,Day,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,Passenger car without a trailer,Private company,No,0,1849957.3432381859,6309492.174146924
1047,8/17/2017,0,0,1,Thursday,Day,Crash,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Motorbike,"Private, not used for business activity",Yes,5000,1849449.9183862875,6308599.594076606
1048,8/17/2017,0,0,0,Thursday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,10000,1851642.3711195544,6312330.5181926
1049,8/17/2017,0,0,0,Thursday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1850632.016162838,6314772.484522157
1050,8/17/2017,0,0,1,Thursday,Night,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,0,1840355.4666448717,6308318.821320691
1051,8/17/2017,0,0,0,Thursday,Day,Crash,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,10000,1840412.7906166583,6308176.058231569
1052,8/16/2017,0,0,1,Wednesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,Not tested,Clear,Pedestrian crossing,"Not identified, the driver has fled",Not identified,No,0,1853142.243518276,6308074.234864375
1053,8/16/2017,0,0,1,Wednesday,Day,Collision with a non rail vehicle ,Driver of a non-motorized vehicle,Not tested,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,5000,1851108.6255532939,6306952.414399107
1054,8/16/2017,0,0,1,Wednesday,Day,Crash,Technical defect of the vehicle,Not tested,Clear,"Bus, trolleybus, tram stop. islet",Bicycle,"Private, not used for business activity",No,1000,1849345.3435208045,6307347.6620451
1055,8/16/2017,0,0,0,Wednesday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,None or none of listed,Truck,"Private, not used for business activity",No,50000,1854481.1707538005,6307522.589754375
1056,8/16/2017,0,0,0,Wednesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1843399.9517475406,6311907.960284256
1057,8/16/2017,0,0,0,Wednesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Truck with semi-trailer,Registered outside of the Czech Republic,No,0,1853894.9180101254,6306243.583539011
1058,8/16/2017,0,0,1,Wednesday,Day,Collision with a parked vehicle,Driver of a non-motorized vehicle,Under influence of drugs,Clear,None or none of listed,Bicycle,"Private, not used for business activity",No,0,1850742.0380023294,6306570.718393405
1059,8/16/2017,0,1,0,Wednesday,Day,Collision with pedestrian,Pedestrian,Under influence of alcohol,Clear,Near the pedestrian crossing,Truck,Private company,No,0,1850809.0772713502,6307304.173111111
1060,8/15/2017,0,0,0,Tuesday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,5000,1848340.4653717212,6307347.016992048
1061,8/15/2017,0,0,0,Tuesday,Day,Collision with a parked vehicle,The driver of the motor vehicle,No,Clear,Parking slot adjacent to the road,Passenger car without a trailer,Private company,No,10000,1854361.2547266535,6309923.440610459
1062,8/15/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1849712.6702331863,6306592.727573134
1063,8/15/2017,0,0,1,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,"Bridge, overpass, underpass, tunnel",Motorbike,"Private, not used for business activity",No,15000,1849150.7137476162,6312306.06465501
1064,8/15/2017,0,0,0,Tuesday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1840463.7470022517,6304324.612947954
1065,8/15/2017,0,0,1,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Near the pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,10000,1850305.9701685472,6305726.297828514
1066,8/15/2017,0,0,0,Tuesday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,Pedestrian crossing,"Not identified, the driver has fled",Not identified,No,0,1848882.8780508894,6306055.734915345
1067,8/14/2017,0,0,1,Monday,Night,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Private company,No,60000,1846887.2330566552,6302225.411199949
1068,8/14/2017,0,0,1,Monday,Day,Collision with a non rail vehicle ,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,90000,1849865.9303440154,6302770.256882774
1069,8/14/2017,0,1,0,Monday,Day,Collision with pedestrian,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Passenger car without a trailer,"Private, not used for business activity",No,1000,1848163.9490607942,6307040.365347376
1070,8/14/2017,0,0,0,Monday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,"State enterprise, state organization",No,20000,1848080.7391885782,6306823.923492835
1071,8/14/2017,0,0,0,Monday,Day,Other collisions,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,Passenger car without a trailer,"Private, not used for business activity",No,0,1849110.0779033378,6309105.610802701
1072,8/14/2017,0,0,0,Monday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,Pedestrian crossing,Truck,Private company,No,0,1852394.7257905097,6307803.229515329
1073,8/14/2017,0,0,0,Monday,Day,Collision with a fixed obstacle,The driver of the motor vehicle,No,Clear,None or none of listed,Passenger car without a trailer,Private company,No,20000,1848345.3099959565,6308924.6993607115
1074,8/13/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,None or none of listed,"Not identified, the driver has fled",Not identified,No,0,1850901.8915665955,6309643.78487458
1075,8/13/2017,0,0,0,Sunday,Night,Collision with wildlife animals,"Forest animals, pets",Not tested,Clear,None or none of listed,Passenger car without a trailer,"Private, not used for business activity",No,50000,1841784.0331211274,6305428.91145029
1076,8/13/2017,0,0,0,Sunday,Night,Collision with a fixed obstacle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1842568.7661791756,6303598.999724539
1077,8/13/2017,0,0,0,Sunday,Night,Collision with a parked vehicle,The driver of the motor vehicle,Not tested,Clear,Parking slot adjacent to the road,"Not identified, the driver has fled",Not identified,No,0,1850872.0405772221,6309160.749740702
